No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
1749,CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,USA,42.08B,30.99,59.38,0.81%,"1,136,384"
1750,CTXR,"Citius Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,149.14M,-,0.84,-18.02%,"2,095,159"
1751,CUBA,The Herzfeld Caribbean Basin Fund Inc.,Financial,Closed-End Fund - Equity,USA,24.31M,3.07,3.71,-1.07%,"21,283"
1752,CUBE,CubeSmart,Real Estate,REIT - Industrial,USA,8.98B,35.68,40.68,1.70%,"1,167,205"
1753,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,USA,910.82M,3.27,28.26,0.89%,"350,297"
1754,CUE,"Cue Biopharma, Inc.",Healthcare,Biotechnology,USA,125.70M,-,2.75,-5.82%,"64,099"
1755,CUEN,Cuentas Inc.,Technology,Software - Application,USA,4.30M,-,0.20,-9.55%,"415,479"
1756,CUK,Carnival Corporation & plc,Consumer Cyclical,Travel Services,USA,9.77B,-,6.98,-0.43%,"1,647,463"
1757,CULP,"Culp, Inc.",Consumer Cyclical,Textile Manufacturing,USA,57.50M,-,4.63,-1.07%,"21,587"
1758,CURE,Direxion Daily Healthcare Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,115.61,0.17%,"28,034"
1759,CURI,CuriosityStream Inc.,Communication Services,Broadcasting,USA,62.81M,-,1.17,-1.68%,"87,914"
1760,CURO,CURO Group Holdings Corp.,Financial,Credit Services,USA,135.19M,-,3.44,2.99%,"51,980"
1762,CUT,Invesco MSCI Global Timber ETF,Financial,Exchange Traded Fund,USA,-,-,30.37,0.59%,"4,172"
1763,CUTR,"Cutera, Inc.",Healthcare,Medical Devices,USA,883.88M,-,43.80,-2.82%,"196,853"
1764,CUZ,Cousins Properties Incorporated,Real Estate,REIT - Office,USA,3.82B,12.29,25.42,0.87%,"759,159"
1765,CVAC,CureVac N.V.,Healthcare,Biotechnology,Germany,1.24B,-,6.29,-3.68%,"296,900"
1766,CVBF,CVB Financial Corp.,Financial,Banks - Regional,USA,3.64B,16.83,26.19,0.46%,"238,737"
1767,CVCO,"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction,USA,2.00B,7.76,226.90,0.91%,"62,259"
1768,CVCY,Central Valley Community Bancorp,Financial,Banks - Regional,USA,242.55M,9.51,20.82,0.68%,"8,631"
1769,CVE,Cenovus Energy Inc.,Energy,Oil & Gas Integrated,Canada,35.41B,10.18,19.30,4.61%,"3,911,875"
1770,CVEO,Civeo Corporation,Industrials,Specialty Business Services,USA,410.50M,17.85,31.48,5.14%,"35,280"
1771,CVGI,"Commercial Vehicle Group, Inc.",Consumer Cyclical,Auto Parts,USA,217.93M,16.96,6.63,1.53%,"51,617"
1772,CVGW,"Calavo Growers, Inc.",Consumer Defensive,Packaged Foods,USA,534.05M,-,29.62,-1.66%,"251,373"
1773,CVI,"CVR Energy, Inc.",Energy,Oil & Gas Refining & Marketing,USA,3.02B,9.43,31.70,5.56%,"705,753"
1774,CVII,Churchill Capital Corp VII,Financial,Shell Companies,USA,1.71B,32.88,9.93,-0.10%,"71,630"
1775,CVLG,"Covenant Logistics Group, Inc.",Industrials,Trucking,USA,484.87M,4.93,35.89,-0.08%,"24,747"
1776,CVLT,"Commvault Systems, Inc.",Technology,Software - Application,USA,2.80B,111.28,62.65,-0.22%,"106,047"
1777,CVLY,"Codorus Valley Bancorp, Inc.",Financial,Banks - Regional,USA,220.98M,14.99,23.31,0.82%,"4,455"
1778,CVM,CEL-SCI Corporation,Healthcare,Biotechnology,USA,86.31M,-,2.29,15.08%,"404,187"
1779,CVNA,Carvana Co.,Consumer Cyclical,Internet Retail,USA,779.91M,-,4.05,-1.94%,"7,929,499"
1780,CVR,Chicago Rivet & Machine Co.,Industrials,Tools & Accessories,USA,27.36M,6.46,28.50,0.56%,"5,812"
1782,CVS,CVS Health Corporation,Healthcare,Healthcare Plans,USA,122.72B,39.76,93.56,0.17%,"7,307,058"
1783,CVT,Cvent Holding Corp.,Technology,Software - Application,USA,2.51B,-,5.19,0.39%,"319,927"
1784,CVU,"CPI Aerostructures, Inc.",Industrials,Aerospace & Defense,USA,40.69M,21.38,3.25,-1.22%,"18,968"
1785,CVV,CVD Equipment Corporation,Industrials,Specialty Industrial Machinery,USA,37.21M,-,5.55,0.82%,"10,971"
1786,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA,332.74B,10.09,177.40,3.09%,"6,079,120"
1787,CVY,Invesco Zacks Multi-Asset Income ETF,Financial,Exchange Traded Fund,USA,-,-,21.26,1.20%,"8,227"
1788,CW,Curtiss-Wright Corporation,Industrials,Specialty Industrial Machinery,USA,6.25B,24.47,165.00,1.10%,"123,906"
1789,CWAN,"Clearwater Analytics Holdings, Inc.",Technology,Software - Application,USA,4.41B,-,18.53,0.05%,"366,358"
1790,CWB,SPDR Bloomberg Convertible Securities ETF,Financial,Exchange Traded Fund,USA,-,-,64.61,0.06%,"287,713"
1791,CWBC,Community West Bancshares,Financial,Banks - Regional,USA,125.76M,10.01,14.64,1.95%,921
1792,CWBR,"CohBar, Inc.",Healthcare,Biotechnology,USA,4.79M,-,1.56,-4.79%,"17,360"
1793,CWCO,Consolidated Water Co. Ltd.,Utilities,Utilities - Regulated Water,Cayman Islands,226.73M,28.12,14.79,-0.27%,"22,059"
1794,CWEB,Direxion Daily CSI China Internet Bull 2X Shares,Financial,Exchange Traded Fund,USA,-,-,50.34,-4.95%,"399,508"
1795,CWEN,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,USA,6.31B,6.63,31.98,0.00%,"404,593"
1796,CWEN-A,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,USA,6.31B,6.22,29.88,-0.27%,"78,110"
1797,CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Recreational Vehicles,USA,1.80B,4.86,22.13,2.98%,"933,450"
1798,CWI,SPDR MSCI ACWI ex-US ETF,Financial,Exchange Traded Fund,USA,-,-,24.10,0.37%,"705,205"
1799,CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,United Kingdom,2.63B,8.83,12.08,3.60%,"1,312,313"
1800,CWS,AdvisorShares Focused Equity ETF,Financial,Exchange Traded Fund,USA,-,-,47.35,-0.79%,"6,269"
1802,CWT,California Water Service Group,Utilities,Utilities - Regulated Water,USA,3.34B,-,61.78,1.55%,"157,827"
1803,CX,"CEMEX, S.A.B. de C.V.",Basic Materials,Building Materials,Mexico,6.31B,6.71,4.24,2.66%,"2,995,693"
1804,CXDO,"Crexendo, Inc.",Communication Services,Telecom Services,USA,40.69M,-,1.77,-1.11%,"27,973"
1805,CXE,MFS High Income Municipal Trust,Financial,Closed-End Fund - Debt,USA,109.71M,8.70,3.48,0.00%,"203,354"
1806,CXH,MFS Investment Grade Municipal Trust,Financial,Closed-End Fund - Debt,USA,64.82M,13.18,7.11,-0.21%,"36,805"
1807,CXM,"Sprinklr, Inc.",Technology,Software - Application,USA,2.12B,-,7.84,-3.69%,"1,014,009"
1808,CXSE,WisdomTree China ex-State-Owned Enterprises Fund,Financial,Exchange Traded Fund,USA,-,-,34.29,-0.74%,"42,881"
1809,CXW,"CoreCivic, Inc.",Real Estate,REIT - Specialty,USA,2.69B,11.21,11.86,1.28%,"436,604"
1810,CYA,Simplify Tail Risk Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,12.02,-2.28%,"70,705"
1811,CYAD,Celyad Oncology SA,Healthcare,Biotechnology,Belgium,12.68M,-,0.63,-1.60%,"10,565"
1812,CYAN,Cyanotech Corporation,Consumer Defensive,Packaged Foods,USA,5.90M,-,0.92,-2.24%,"21,964"
1813,CYB,WisdomTree Chinese Yuan Strategy Fund,Financial,Exchange Traded Fund,USA,-,-,24.76,-0.72%,"5,343"
1814,CYBN,Cybin Inc.,Healthcare,Biotechnology,Canada,80.60M,-,0.31,-3.75%,"812,236"
1815,CYBR,CyberArk Software Ltd.,Technology,Software - Infrastructure,Israel,5.12B,-,124.35,-1.12%,"518,096"
1816,CYCC,"Cyclacel Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,9.40M,-,0.73,-1.98%,"45,959"
1817,CYCN,"Cyclerion Therapeutics, Inc.",Healthcare,Biotechnology,USA,22.22M,-,0.55,6.75%,"42,613"
1818,CYD,China Yuchai International Limited,Industrials,Specialty Industrial Machinery,Singapore,290.11M,18.02,7.10,0.00%,"8,645"
1819,CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities,USA,525.39M,-,3.88,-0.51%,"973,418"
1820,CYN,Cyngn Inc.,Technology,Software - Application,USA,22.92M,-,0.66,-3.62%,"86,289"
1822,CYRX,"Cryoport, Inc.",Industrials,Integrated Freight & Logistics,USA,843.78M,-,16.40,-4.76%,"304,783"
1823,CYT,"Cyteir Therapeutics, Inc.",Healthcare,Biotechnology,USA,45.70M,-,1.41,9.30%,"92,980"
1824,CYTH,"Cyclo Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,14.00M,-,1.54,-7.23%,"178,228"
1825,CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology,USA,4.49B,-,45.59,-3.84%,"661,202"
1826,CYTO,Altamira Therapeutics Ltd.,Healthcare,Biotechnology,Bermuda,5.18M,-,4.67,-0.43%,"10,125"
1827,CYXT,"Cyxtera Technologies, Inc.",Technology,Information Technology Services,USA,325.11M,-,1.70,-6.08%,"446,270"
1828,CZA,Invesco Zacks Mid-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,88.79,0.81%,"8,606"
1829,CZNC,Citizens & Northern Corporation,Financial,Banks - Regional,USA,363.01M,13.99,23.33,-0.34%,"12,439"
1830,CZOO,Cazoo Group Ltd,Consumer Cyclical,Auto & Truck Dealerships,United Kingdom,122.10M,-,0.15,-3.75%,"1,302,383"
1831,CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,9.14B,-,43.09,1.17%,"1,940,563"
1832,CZWI,"Citizens Community Bancorp, Inc.",Financial,Banks - Regional,USA,122.66M,6.47,11.76,0.51%,"4,128"
1833,D,"Dominion Energy, Inc.",Utilities,Utilities - Diversified,USA,50.40B,28.74,60.79,0.50%,"2,855,337"
1834,DAC,Danaos Corporation,Industrials,Marine Shipping,Greece,1.08B,1.97,54.56,2.67%,"186,695"
1835,DADA,Dada Nexus Limited,Consumer Cyclical,Internet Retail,China,1.94B,-,6.30,-17.21%,"1,572,034"
1836,DAIO,Data I/O Corporation,Technology,Electronic Components,USA,32.52M,-,3.79,2.71%,"11,906"
1837,DAKT,"Daktronics, Inc.",Technology,Computer Hardware,USA,127.80M,-,2.97,5.69%,"179,262"
1838,DAL,"Delta Air Lines, Inc.",Industrials,Airlines,USA,21.11B,290.88,33.16,0.73%,"5,955,590"
1839,DALI,First Trust Dorsey Wright DALI 1 ETF,Financial,Exchange Traded Fund,USA,-,-,24.21,-0.47%,"7,359"
1840,DALN,DallasNews Corporation,Communication Services,Publishing,USA,21.00M,-,3.97,1.35%,"3,283"
1842,DALT,Anfield Capital Diversified Alternatives ETF,Financial,Exchange Traded Fund,USA,-,-,8.45,1.41%,"4,228"
1843,DAN,Dana Incorporated,Consumer Cyclical,Auto Parts,USA,2.13B,-,14.92,0.54%,"385,111"
1844,DAO,"Youdao, Inc.",Communication Services,Internet Content & Information,China,842.71M,-,6.39,-4.48%,"262,965"
1845,DAOOU,Crypto 1 Acquisition Corp,Financial,Shell Companies,USA,-,-,10.06,-0.69%,"25,408"
1846,DAPP,VanEck Digital Transformation ETF,Financial,Exchange Traded Fund,USA,-,-,2.73,-1.80%,"106,848"
1847,DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,USA,9.83B,13.79,61.68,0.57%,"746,118"
1848,DARE,"Dare Bioscience, Inc.",Healthcare,Biotechnology,USA,73.79M,-,0.87,0.05%,"261,323"
1849,DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information,USA,19.94B,-,50.69,-1.30%,"2,406,118"
1850,DATS,"DatChat, Inc.",Technology,Software - Application,USA,6.69M,-,0.31,-2.63%,"88,367"
1851,DAUG,FT Cboe Vest US Eq Deep Buffer ETF - August,Financial,Exchange Traded Fund,USA,-,-,31.09,0.36%,"41,224"
1852,DAVA,Endava plc,Technology,Software - Infrastructure,United Kingdom,4.30B,38.27,74.78,-1.11%,"209,881"
1853,DAVE,Dave Inc.,Technology,Software - Application,USA,98.70M,-,0.30,13.75%,"499,892"
1854,DAVEW,Dave Inc.,Technology,Software - Application,USA,-,-,0.04,2.60%,"10,746"
1855,DAWN,"Day One Biopharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.52B,-,19.46,-5.81%,"356,639"
1856,DAX,Global X DAX Germany ETF,Financial,Exchange Traded Fund,USA,-,-,25.60,-0.23%,"1,433"
1857,DB,Deutsche Bank Aktiengesellschaft,Financial,Banks - Regional,Germany,23.31B,6.66,11.38,0.98%,"2,803,747"
1858,DBA,Invesco DB Agriculture Fund,Financial,Exchange Traded Fund,USA,-,-,20.20,0.55%,"1,543,443"
1859,DBAW,Xtrackers MSCI All World ex U.S. Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,27.17,0.30%,"56,828"
1860,DBB,Invesco DB Base Metals Fund,Financial,Exchange Traded Fund,USA,-,-,19.56,0.98%,"148,566"
1862,DBD,"Diebold Nixdorf, Incorporated",Technology,Software - Application,USA,115.50M,-,1.32,-9.59%,"1,240,276"
1863,DBE,Invesco DB Energy Fund,Financial,Exchange Traded Fund,USA,-,-,22.47,2.51%,"51,102"
1864,DBEF,Xtrackers MSCI EAFE Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,32.62,0.43%,"549,616"
1865,DBEM,Xtrackers MSCI Emerging Markets Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,21.49,0.05%,"57,224"
1866,DBEU,Xtrackers MSCI Europe Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,33.74,0.10%,"36,202"
1867,DBEZ,Xtrackers MSCI Eurozone Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,35.40,0.01%,261
1868,DBGI,"Digital Brands Group, Inc.",Consumer Cyclical,Apparel Retail,USA,7.09M,-,4.49,-2.81%,"986,750"
1869,DBI,Designer Brands Inc.,Consumer Cyclical,Apparel Retail,USA,616.01M,5.44,9.82,1.45%,"1,079,951"
1870,DBJA,Innovator Double Stacker 9 Buffer ETF - January,Financial,Exchange Traded Fund,USA,-,-,25.14,0.56%,360
1871,DBJP,Xtrackers MSCI Japan Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,49.05,0.66%,"36,965"
1872,DBL,DoubleLine Opportunistic Credit Fund,Financial,Closed-End Fund - Debt,USA,234.12M,-,14.96,0.40%,"77,981"
1873,DBMF,iMGP DBi Managed Futures Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,31.14,-0.10%,"261,171"
1874,DBO,Invesco DB Oil Fund,Financial,Exchange Traded Fund,USA,-,-,15.00,2.46%,"374,471"
1875,DBP,Invesco DB Precious Metals Fund,Financial,Exchange Traded Fund,USA,-,-,47.32,0.45%,"7,585"
1876,DBRG,"DigitalBridge Group, Inc.",Real Estate,Real Estate Services,USA,1.77B,-,11.08,0.00%,"1,390,902"
1877,DBS,Invesco DB Silver Fund,Financial,Exchange Traded Fund,USA,-,-,32.22,0.59%,"20,173"
1878,DBTX,"Decibel Therapeutics, Inc.",Healthcare,Biotechnology,USA,48.40M,-,2.00,3.09%,"26,315"
1879,DBVT,DBV Technologies S.A.,Healthcare,Biotechnology,France,237.70M,-,1.44,22.03%,"6,711,823"
1880,DBX,"Dropbox, Inc.",Technology,Software - Infrastructure,USA,8.13B,20.31,22.48,0.31%,"1,258,081"
1882,DCBO,Docebo Inc.,Technology,Software - Application,Canada,1.48B,214.36,31.94,-2.98%,"11,941"
1883,DCFC,Tritium DCFC Limited,Industrials,Electrical Equipment & Parts,Australia,248.80M,-,1.57,-1.87%,"1,808,235"
1884,DCGO,DocGo Inc.,Healthcare,Medical Care Facilities,USA,705.37M,14.19,6.91,0.73%,"435,170"
1885,DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,USA,7.22B,21.66,59.70,0.56%,"319,018"
1886,DCO,Ducommun Incorporated,Industrials,Aerospace & Defense,USA,585.87M,4.54,48.62,0.39%,"15,711"
1887,DCOM,"Dime Community Bancshares, Inc.",Financial,Banks - Regional,USA,1.23B,8.97,31.99,0.57%,"54,458"
1888,DCP,"DCP Midstream, LP",Energy,Oil & Gas Midstream,USA,8.02B,7.71,38.71,0.55%,"610,953"
1889,DCPH,"Deciphera Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.11B,-,15.84,-3.88%,"442,452"
1890,DCT,"Duck Creek Technologies, Inc.",Technology,Software - Application,USA,1.55B,-,11.50,-1.37%,"447,274"
1891,DCTH,"Delcath Systems, Inc.",Healthcare,Medical Devices,USA,29.01M,-,3.59,6.53%,"16,441"
1892,DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals,USA,33.56B,30.03,68.73,1.75%,"1,509,375"
1893,DDD,3D Systems Corporation,Technology,Computer Hardware,USA,974.49M,-,7.41,-0.27%,"932,771"
1894,DDEC,FT Cboe Vest US Eq Deep Buffer ETF - December,Financial,Exchange Traded Fund,USA,-,-,30.54,0.10%,"71,786"
1895,DDF,"Delaware Investments Dividend and Income Fund, Inc.",Financial,Closed-End Fund - Equity,USA,60.28M,36.00,7.92,0.00%,"36,522"
1896,DDI,"DoubleDown Interactive Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,South Korea,473.23M,-,9.09,-4.82%,"10,932"
1897,DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,Financial,Exchange Traded Fund,USA,-,-,28.74,-0.21%,"5,694"
1898,DDL,Dingdong (Cayman) Limited,Consumer Defensive,Grocery Stores,China,1.13B,-,4.47,-6.29%,"444,302"
1899,DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,Financial,Exchange Traded Fund,USA,-,-,29.90,-0.10%,"26,296"
1900,DDM,ProShares Ultra Dow30,Financial,Exchange Traded Fund,USA,-,-,64.19,0.99%,"186,607"
1902,DDS,"Dillard's, Inc.",Consumer Cyclical,Department Stores,USA,5.33B,6.30,318.51,2.27%,"81,225"
1903,DDWM,WisdomTree Dynamic Currency Hedged International Equity Fund,Financial,Exchange Traded Fund,USA,-,-,29.46,-0.00%,"40,042"
1904,DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,USA,129.99B,18.73,436.93,0.25%,"735,690"
1905,DEA,"Easterly Government Properties, Inc.",Real Estate,REIT - Office,USA,1.26B,58.42,14.02,1.37%,"534,120"
1906,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,USA,10.29B,23.84,390.87,0.57%,"194,288"
1907,DECW,AIM ETF Products Trust AllianzI,Financial,Exchange Traded Fund,USA,-,-,24.46,0.34%,"10,908"
1908,DEEF,Xtrackers FTSE Developed ex US Multifactor ETF,Financial,Exchange Traded Fund,USA,-,-,25.40,0.57%,"4,828"
1909,DEEP,Roundhill Acquirers Deep Value ETF,Financial,Exchange Traded Fund,USA,-,-,30.26,1.13%,"6,796"
1910,DEF,Invesco Defensive Equity ETF,Financial,Exchange Traded Fund,USA,-,-,66.68,0.47%,"5,356"
1911,DEI,"Douglas Emmett, Inc.",Real Estate,REIT - Office,USA,2.79B,30.52,15.87,0.00%,"766,157"
1912,DELL,Dell Technologies Inc.,Technology,Computer Hardware,USA,28.03B,24.82,39.12,-0.05%,"1,466,543"
1913,DEM,WisdomTree Emerging Markets High Dividend Fund,Financial,Exchange Traded Fund,USA,-,-,35.76,-0.28%,"393,372"
1914,DEMZ,Democratic Large Cap Core ETF,Financial,Exchange Traded Fund,USA,-,-,24.06,0.37%,174
1915,DEN,Denbury Inc.,Energy,Oil & Gas E&P,USA,4.20B,9.33,87.69,3.86%,"292,094"
1916,DENN,Denny's Corporation,Consumer Cyclical,Restaurants,USA,518.46M,5.32,8.89,-1.88%,"878,178"
1917,DEO,Diageo plc,Consumer Defensive,Beverages - Wineries & Distilleries,United Kingdom,100.48B,26.79,180.12,0.34%,"161,820"
1918,DERM,Journey Medical Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,USA,13.70M,-,1.18,0.51%,"62,928"
1919,DES,WisdomTree U.S. SmallCap Dividend Fund,Financial,Exchange Traded Fund,USA,-,-,28.66,0.53%,"234,987"
1920,DESP,"Despegar.com, Corp.",Consumer Cyclical,Travel Services,Argentina,352.69M,-,4.99,0.81%,"322,471"
1922,DEW,WisdomTree Global High Dividend Fund,Financial,Exchange Traded Fund,USA,-,-,46.72,-0.13%,"45,500"
1923,DEX,Delaware Enhanced Global Dividend and Income Fund,Financial,Closed-End Fund - Debt,USA,84.22M,8.18,7.93,0.25%,"18,247"
1924,DFAC,Dimensional U.S. Core Equity 2 ETF,Financial,Exchange Traded Fund,USA,-,-,24.32,0.75%,"2,585,567"
1925,DFAI,Dimensional International Core Equity Market ETF,Financial,Exchange Traded Fund,USA,-,-,25.10,0.48%,"1,470,277"
1926,DFAR,Dimensional US Real Estate ETF,Financial,Exchange Traded Fund,USA,-,-,21.22,0.90%,"241,347"
1927,DFAS,Dimensional U.S. Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,51.32,0.73%,"229,117"
1928,DFAT,Dimensional U.S. Targeted Value ETF,Financial,Exchange Traded Fund,USA,-,-,44.00,0.99%,"339,024"
1929,DFAU,Dimensional US Core Equity Market ETF,Financial,Exchange Traded Fund,USA,-,-,27.04,0.52%,"1,011,452"
1930,DFAX,Dimensional World ex U.S. Core Equity 2 ETF,Financial,Exchange Traded Fund,USA,-,-,21.59,0.33%,"1,108,821"
1931,DFCF,Dimensional Core Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,41.92,-0.25%,"458,176"
1932,DFE,WisdomTree Europe SmallCap Dividend Fund,Financial,Exchange Traded Fund,USA,-,-,54.44,0.13%,"60,074"
1933,DFEB,FT Cboe Vest US Eq Deep Buffer ETF - February,Financial,Exchange Traded Fund,USA,-,-,33.29,-0.15%,"26,442"
1934,DFEM,Dimensional Emerging Markets Core Equity 2 ETF,Financial,Exchange Traded Fund,USA,-,-,22.39,0.00%,"539,819"
1935,DFEN,Direxion Daily Aerospace & Defense Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,19.47,2.10%,"201,903"
1936,DFEV,Dimensional Emerging Markets Value ETF,Financial,Exchange Traded Fund,USA,-,-,22.44,0.22%,"130,211"
1937,DFFN,Diffusion Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,11.48M,-,5.60,-0.43%,"3,215"
1938,DFGR,Dimensional ETF Trust Dimension,Financial,Exchange Traded Fund,USA,-,-,24.40,0.74%,"406,285"
1939,DFH,"Dream Finders Homes, Inc.",Consumer Cyclical,Residential Construction,USA,881.22M,4.62,9.50,0.00%,"143,321"
1940,DFIC,Dimensional International Core Equity 2 ETF,Financial,Exchange Traded Fund,USA,-,-,22.37,0.54%,"1,050,048"
1942,DFIP,Dimensional Inflation-Protected Securities ETF,Financial,Exchange Traded Fund,USA,-,-,41.28,-0.25%,"524,839"
1943,DFIS,Dimensional International Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,21.42,0.52%,"183,876"
1944,DFIV,Dimensional International Value ETF,Financial,Exchange Traded Fund,USA,-,-,30.50,0.73%,"811,273"
1945,DFJ,WisdomTree Japan SmallCap Dividend Fund,Financial,Exchange Traded Fund,USA,-,-,62.13,-1.07%,"69,902"
1946,DFLI,Dragonfly Energy Holdings Corp.,Industrials,Electrical Equipment & Parts,USA,642.97M,-,10.85,-26.99%,"259,444"
1947,DFLV,Dimensional ETF Trust Dimension,Financial,Exchange Traded Fund,USA,-,-,24.43,0.94%,"354,921"
1948,DFND,Siren DIVCON Dividend Defender ETF,Financial,Exchange Traded Fund,USA,-,-,33.77,0.28%,"1,151"
1949,DFNL,Davis Select Financial ETF,Financial,Exchange Traded Fund,USA,-,-,27.66,0.75%,"4,203"
1950,DFNM,Dimensional National Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,47.82,0.02%,"135,331"
1951,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,Financial,Closed-End Fund - Debt,USA,390.92M,8.66,19.06,-0.05%,"177,784"
1952,DFRA,Donoghue Forlines Yield Enhanced Real Asset ETF,Financial,Exchange Traded Fund,USA,-,-,26.39,1.61%,"2,687"
1953,DFS,Discover Financial Services,Financial,Credit Services,USA,26.46B,6.35,97.60,0.76%,"936,504"
1954,DFSB,Dimensional ETF Trust Dimension,Financial,Exchange Traded Fund,USA,-,-,50.54,-0.37%,"29,291"
1955,DFSD,Dimensional Short-Duration Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,46.21,-0.02%,"204,855"
1956,DFSE,Dimensional ETF Trust Dimension,Financial,Exchange Traded Fund,USA,-,-,28.03,-0.09%,"43,835"
1957,DFSI,Dimensional ETF Trust Dimension,Financial,Exchange Traded Fund,USA,-,-,27.75,0.30%,"66,749"
1958,DFSU,Dimensional ETF Trust Dimension,Financial,Exchange Traded Fund,USA,-,-,24.91,0.49%,"133,886"
